filename,scientific_name,common_name,latitude,longitude,date,source,license,url_hash,original_url,country,state,city,region_text,blip_caption,rich_caption,avg_temp_C,elevation_m
image_3350b9b12e61a085.jpg,Banksia serrata,Old man banksia,-37.8321033333,144.9782716667,2025-12-12,iNaturalist,cc-by,3350b9b12e61a085,https://static.inaturalist.org/photos/599866011/large.jpg,Australia,Victoria,Melbourne,"Melbourne, Victoria, Australia",a flower on a tree branch with leaves,"Afield observation of the Old man banksia (*Banksia serrata*) in Melbourne, Victoria, Australia in 2025. The image depicts flower on a tree branch with leaves.",22.3,32.0
image_4f21fac3694661e7.jpg,Cardinalis cardinalis,Northern Cardinal,30.3838380534,-97.0258768026,2025-12-14,iNaturalist,cc-by,4f21fac3694661e7,https://inaturalist-open-data.s3.amazonaws.com/photos/599864580/large.jpg,United States,Texas,,"Texas, United States",a red bird sitting on a wooden bench,"Observation from Texas, United States in 2025: the Northern Cardinal (*Cardinalis cardinalis*) is seen red bird sitting on a wooden bench.",7.8,116.0
image_5130a92d971d85f9.jpg,Lotus,bird's-foot trefoils,47.4921247194,-1.7856623958,2020-06-08,iNaturalist,cc-by,5130a92d971d85f9,https://inaturalist-open-data.s3.amazonaws.com/photos/599865603/large.jpg,France,Pays de la Loire,Blain,"Blain, Pays de la Loire, France",a small yellow flower growing in the grass,"Afield observation of the bird's-foot trefoils (*Lotus*) in Blain, Pays de la Loire, France in 2020. The image depicts small yellow flower growing in the grass.",15.6,36.0
image_3eb7c9e8e7b525e9.jpg,Ardea herodias,Great Blue Heron,28.6239299513,-81.6254283115,2025-12-14,iNaturalist,cc-by,3eb7c9e8e7b525e9,https://inaturalist-open-data.s3.amazonaws.com/photos/599865422/large.jpg,United States,Florida,,"Florida, United States",a bird standing on the grass by a river,"Afield observation of the Great Blue Heron (*Ardea herodias*) in Florida, United States in 2025. The image depicts bird standing on the grass by a river.",18.4,18.0
image_48a264a387464006.jpg,Cyanistes caeruleus,Eurasian Blue Tit,50.7728343231,4.4093551487,2025-11-30,iNaturalist,cc0,48a264a387464006,https://inaturalist-open-data.s3.amazonaws.com/photos/599864560/large.jpg,België / Belgique / Belgien,Brussel-Hoofdstad - Bruxelles-Capitale,Uccle - Ukkel,"Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, België / Belgique / Belgien",a bird perched on a branch of a tree,"Afield observation of the Eurasian Blue Tit (*Cyanistes caeruleus*) in Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, België / Belgique / Belgien in 2025. The image depicts bird perched on a branch of a tree.",5.5,134.0
image_a6f25450d5ad8176.jpg,Cyanistes caeruleus,Eurasian Blue Tit,50.7728343231,4.4093551487,2025-11-30,iNaturalist,cc0,a6f25450d5ad8176,https://inaturalist-open-data.s3.amazonaws.com/photos/599864473/large.jpg,België / Belgique / Belgien,Brussel-Hoofdstad - Bruxelles-Capitale,Uccle - Ukkel,"Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, België / Belgique / Belgien",a bird perched on a branch of a tree,"Located in Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, België / Belgique / Belgien in 2025, this image captures a Eurasian Blue Tit (*Cyanistes caeruleus*) visually characterized by bird perched on a branch of a tree.",5.5,134.0
image_c9910c29a6aaec6f.jpg,Numenius arquata,Eurasian Curlew,47.7575379348,16.878170931,2025-12-14,iNaturalist,cc-by,c9910c29a6aaec6f,https://inaturalist-open-data.s3.amazonaws.com/photos/599860416/large.jpg,Österreich,Burgenland,Apetlon,"Apetlon, Burgenland, Österreich",two birds flying in the air over a body of water,"Observation from Apetlon, Burgenland, Österreich in 2025: the Eurasian Curlew (*Numenius arquata*) is seen two birds flying in the air over a body of water.",3.0,116.0
image_42ce6144dc4c2c05.jpg,Chroicocephalus ridibundus,Black-headed Gull,47.7703755388,16.8385036497,2025-12-14,iNaturalist,cc-by,42ce6144dc4c2c05,https://inaturalist-open-data.s3.amazonaws.com/photos/599860372/large.jpg,Österreich,Burgenland,Apetlon,"Apetlon, Burgenland, Österreich",a flock of birds flying over a body of water,"Observation from Apetlon, Burgenland, Österreich in 2025: the Black-headed Gull (*Chroicocephalus ridibundus*) is seen flock of birds flying over a body of water.",3.0,117.0
image_c4b3687b6339ba0b.jpg,Ardea cinerea,Grey Heron,47.7705572768,16.8381913684,2025-12-14,iNaturalist,cc-by,c4b3687b6339ba0b,https://inaturalist-open-data.s3.amazonaws.com/photos/599860395/large.jpg,Österreich,Burgenland,Apetlon,"Apetlon, Burgenland, Österreich",a flock of birds are swimming in a lake,"Observation from Apetlon, Burgenland, Österreich in 2025: the Grey Heron (*Ardea cinerea*) is seen flock of birds are swimming in a lake.",3.0,117.0
image_9ce41049a5fa1464.jpg,Cervus elaphus,Red Deer,47.7371956025,17.0178794768,2025-12-14,iNaturalist,cc-by,9ce41049a5fa1464,https://inaturalist-open-data.s3.amazonaws.com/photos/599860362/large.jpg,Österreich,Burgenland,Tadten,"Tadten, Burgenland, Österreich",a deer is walking across a field,"The visual features show: deer is walking across a field. This is an observation of a Red Deer (*Cervus elaphus*) located in Tadten, Burgenland, Österreich in 2025.",3.2,113.0
image_83e4ebe0fd1b03a0.jpg,Circus cyaneus,Hen Harrier,47.722993586,17.0372772124,2025-12-14,iNaturalist,cc-by,83e4ebe0fd1b03a0,https://inaturalist-open-data.s3.amazonaws.com/photos/599860350/large.jpg,Österreich,Burgenland,Tadten,"Tadten, Burgenland, Österreich",a bird flying over a field with trees in the background,"The visual features show: bird flying over a field with trees in the background. This is an observation of a Hen Harrier (*Circus cyaneus*) located in Tadten, Burgenland, Österreich in 2025.",3.1,113.0
image_4dbd8d00a9df3306.jpg,Buteo buteo,Common Buzzard,47.7185484523,17.0434570219,2025-12-14,iNaturalist,cc-by,4dbd8d00a9df3306,https://inaturalist-open-data.s3.amazonaws.com/photos/599860346/large.jpg,Österreich,Burgenland,Tadten,"Tadten, Burgenland, Österreich",a bird is sitting on the ground in a field,"Observation from Tadten, Burgenland, Österreich in 2025: the Common Buzzard (*Buteo buteo*) is seen bird is sitting on the ground in a field.",3.1,113.0
image_20e4389c810dd497.jpg,Turdus viscivorus,Mistle Thrush,47.7069057804,17.0770301089,2025-12-14,iNaturalist,cc-by,20e4389c810dd497,https://inaturalist-open-data.s3.amazonaws.com/photos/599860325/large.jpg,Magyarország,Győr-Moson-Sopron vármegye,Kapuvár,"Kapuvár, Győr-Moson-Sopron vármegye, Magyarország",a bird is perched on a tree branch,"Located in Kapuvár, Győr-Moson-Sopron vármegye, Magyarország in 2025, this image captures a Mistle Thrush (*Turdus viscivorus*) visually characterized by bird is perched on a tree branch.",3.1,113.0
image_3711645392b1e11d.jpg,Lanius excubitor,Great Grey Shrike,47.7239136631,17.061248019,2025-12-14,iNaturalist,cc-by,3711645392b1e11d,https://inaturalist-open-data.s3.amazonaws.com/photos/599860323/large.jpg,Österreich,Burgenland,Andau,"Andau, Burgenland, Österreich",a bird is perched on a branch in the sky,"Afield observation of the Great Grey Shrike (*Lanius excubitor*) in Andau, Burgenland, Österreich in 2025. The image depicts bird is perched on a branch in the sky.",3.1,114.0
image_4a25c6aa25cf52fc.jpg,Buteo buteo,Common Buzzard,47.7516036805,16.8675369377,2025-12-14,iNaturalist,cc-by,4a25c6aa25cf52fc,https://inaturalist-open-data.s3.amazonaws.com/photos/599860331/large.jpg,Österreich,Burgenland,Apetlon,"Apetlon, Burgenland, Österreich",a gi git standing in a field of grass,"Afield observation of the Common Buzzard (*Buteo buteo*) in Apetlon, Burgenland, Österreich in 2025. The image depicts gi git standing in a field of grass.",3.0,118.0
image_43ab068ccdd50074.jpg,Pica pica,Eurasian Magpie,47.7519317965,16.8680863772,2025-12-14,iNaturalist,cc-by,43ab068ccdd50074,https://inaturalist-open-data.s3.amazonaws.com/photos/599860295/large.jpg,Österreich,Burgenland,Apetlon,"Apetlon, Burgenland, Österreich",two birds are standing in the fog,"Observation from Apetlon, Burgenland, Österreich in 2025: the Eurasian Magpie (*Pica pica*) is seen two birds are standing in the fog.",3.0,119.0
image_e99723f652c156ec.jpg,Asio otus,Long-eared Owl,47.7467061079,16.8290225266,2025-12-14,iNaturalist,cc-by,e99723f652c156ec,https://inaturalist-open-data.s3.amazonaws.com/photos/599860294/large.jpg,Österreich,Burgenland,Apetlon,"Apetlon, Burgenland, Österreich",an owl is sitting in a tree,"Afield observation of the Long-eared Owl (*Asio otus*) in Apetlon, Burgenland, Österreich in 2025. The image depicts  owl is sitting in a tree.",3.0,119.0
image_5285d6a71b9f7250.jpg,Asio otus,Long-eared Owl,47.7466010516,16.8289374225,2025-12-14,iNaturalist,cc-by,5285d6a71b9f7250,https://inaturalist-open-data.s3.amazonaws.com/photos/599860280/large.jpg,Österreich,Burgenland,Apetlon,"Apetlon, Burgenland, Österreich",a bird is sitting in the middle of a tree,"The visual features show: bird is sitting in the middle of a tree. This is an observation of a Long-eared Owl (*Asio otus*) located in Apetlon, Burgenland, Österreich in 2025.",3.0,119.0
image_3a70cf58641e6bb2.jpg,Microcarbo pygmaeus,Pygmy Cormorant,47.7532960817,16.7475403462,2025-12-14,iNaturalist,cc-by,3a70cf58641e6bb2,https://inaturalist-open-data.s3.amazonaws.com/photos/599860243/large.jpg,Österreich,Burgenland,Illmitz,"Illmitz, Burgenland, Österreich",two birds are sitting on a wooden dock,"APygmy Cormorant (*Microcarbo pygmaeus*) is depicted two birds are sitting on a wooden dock. The sighting was recorded in Illmitz, Burgenland, Österreich in 2025.",3.0,114.0
image_4dbda7e44215a754.jpg,Anser anser,Greylag Goose,47.7549120173,16.7416047228,2025-12-14,iNaturalist,cc-by,4dbda7e44215a754,https://inaturalist-open-data.s3.amazonaws.com/photos/599860275/large.jpg,Österreich,Burgenland,Illmitz,"Illmitz, Burgenland, Österreich",a bird standing in a field of grass,"Located in Illmitz, Burgenland, Österreich in 2025, this image captures a Greylag Goose (*Anser anser*) visually characterized by bird standing in a field of grass.",3.0,114.0
image_3a1e533683c11d90.jpg,Phoenicurus ochruros,Black Redstart,47.754331177,16.7406802029,2025-12-14,iNaturalist,cc-by,3a1e533683c11d90,https://inaturalist-open-data.s3.amazonaws.com/photos/599860216/large.jpg,Österreich,Burgenland,Illmitz,"Illmitz, Burgenland, Österreich",a bird is sitting on the grass by the water,"Afield observation of the Black Redstart (*Phoenicurus ochruros*) in Illmitz, Burgenland, Österreich in 2025. The image depicts bird is sitting on the grass by the water.",3.1,112.0
image_4eb00830a7cfba95.jpg,Anser anser,Greylag Goose,47.755017193,16.7419750613,2025-12-14,iNaturalist,cc-by,4eb00830a7cfba95,https://inaturalist-open-data.s3.amazonaws.com/photos/599860194/large.jpg,Österreich,Burgenland,Illmitz,"Illmitz, Burgenland, Österreich",a group of geese in a park with a gaze in the background,"Observation from Illmitz, Burgenland, Österreich in 2025: the Greylag Goose (*Anser anser*) is seen group of geese in a park with a gaze in the background.",3.0,114.0
image_39c038734fb33b81.jpg,Anser anser,Greylag Goose,47.763821228,16.7803375398,2025-12-14,iNaturalist,cc-by,39c038734fb33b81,https://inaturalist-open-data.s3.amazonaws.com/photos/599860208/large.jpg,Österreich,Burgenland,Illmitz,"Illmitz, Burgenland, Österreich",a bird standing in a field of grass,"AGreylag Goose (*Anser anser*) is depicted bird standing in a field of grass. The sighting was recorded in Illmitz, Burgenland, Österreich in 2025.",3.0,116.0
image_63a4d8d14eb9653c.jpg,Corvus corone,Carrion Crow,50.7728343231,4.4093551487,2025-11-30,iNaturalist,cc0,63a4d8d14eb9653c,https://inaturalist-open-data.s3.amazonaws.com/photos/599864153/large.jpg,België / Belgique / Belgien,Brussel-Hoofdstad - Bruxelles-Capitale,Uccle - Ukkel,"Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, België / Belgique / Belgien",a black bird sitting on a wooden post,"Located in Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, België / Belgique / Belgien in 2025, this image captures a Carrion Crow (*Corvus corone*) visually characterized by black bird sitting on a wooden post.",5.5,134.0
